name,CountryCode,Predictive
macorol,Filipino,2
macrohon,Filipino,2
mactal,Filipino,2
macugay,Filipino,2
macusi,Filipino,2
macwan,Indian,1
madahar,Indian,2
madali,Filipino,2
madalipay,Filipino,2
madamba,Filipino,2
madarang,Filipino,2
maddagan,Filipino,2
maddali,Indian,2
maddela,Filipino,2
madduri,Indian,1
madela,Filipino,2
madelo,Filipino,2
maderazo,Filipino,2
madhani,Indian,1
madhav,Indian,1
madhavan,Indian,2
madhavbhai,Indian,1
madlambayan,Filipino,2
madlangbayan,Filipino,2
madlangsakay,Filipino,2
madlansacay,Filipino,1
madolora,Filipino,2
madriaga,Filipino,2
madridejos,Filipino,2
madrilejo,Filipino,1
madrilejos,Filipino,2
madrinan,Filipino,1
madrona,Filipino,2
madronio,Filipino,2
maducdoc,Filipino,1
madulid,Filipino,2
maeda,Japanese,2
maegawa,Japanese,1
maehara,Japanese,2
maehira,Japanese,2
maejima,Japanese,1
maekawa,Japanese,2
maemoto,Japanese,2
maemura,Japanese,2
maeng,Korean,2
maeno,Japanese,2
maeshima,Japanese,2
maeshiro,Japanese,1
maeyama,Japanese,2
maezawa,Japanese,1
mafune,Japanese,2
magabo,Filipino,2
magadia,Filipino,2
magahis,Filipino,2
magaling,Filipino,2
magalit,Filipino,2
magallano,Filipino,2
magallones,Filipino,1
magalona,Filipino,1
magalong,Filipino,2
maganbhai,Indian,1
maganlal,Indian,1
magante,Filipino,2
maganti,Indian,2
magaoay,Filipino,2
magarro,Filipino,1
magat,Filipino,1
magata,Japanese,2
magaway,Filipino,2
magayanes,Filipino,2
magbag,Filipino,2
magbaleta,Filipino,2
magbanua,Filipino,2
magbitang,Filipino,2
magbojos,Filipino,1
magboo,Filipino,2
magbual,Filipino,2
magbuhat,Filipino,2
magcalas,Filipino,2
magcale,Filipino,2
magdael,Filipino,1
magdales,Filipino,1
magdaluyo,Filipino,1
magdamo,Filipino,2
magdangal,Filipino,1
magdaraog,Filipino,2
magdato,Filipino,2
magday,Filipino,2
magdirila,Filipino,2
magdongon,Filipino,2
maggay,Filipino,1
maghanoy,Filipino,2
maghari,Filipino,2
maghinay,Filipino,2
maghirang,Filipino,2
maghuyop,Filipino,2
magisa,Filipino,1
magistrado,Filipino,2
maglalang,Filipino,2
maglangit,Filipino,2
maglaque,Filipino,1
maglaya,Filipino,1
maglente,Filipino,1
magleo,Filipino,2
maglinte,Filipino,2
magnabijon,Filipino,2
magnaye,Filipino,2
magnayon,Filipino,2
magpale,Filipino,2
magpali,Filipino,2
magpantay,Filipino,2
magpile,Filipino,2
magpily,Filipino,1
magpoc,Filipino,2
magpuri,Filipino,2
magpusao,Filipino,2
magracia,Filipino,2
magsakay,Filipino,2
magsalay,Filipino,2
magsalin,Filipino,2
magsanay,Filipino,2
magsanoc,Filipino,2
magsarili,Filipino,2
magsayo,Filipino,2
magsaysay,Filipino,2
magsino,Filipino,2
magsipoc,Filipino,2
magsombol,Filipino,2
magsumbol,Filipino,2
magtalas,Filipino,2
magtanong,Filipino,2
magtibay,Filipino,2
magtira,Filipino,2
magtoto,Filipino,2
magtulis,Filipino,1
magturo,Filipino,2
maguad,Filipino,2
maguigad,Filipino,2
magwili,Filipino,2
mah,Chinese,2
mahadevan,Indian,2
mahadevappa,Indian,1
mahadevia,Indian,2
mahajan,Indian,1
mahale,Indian,1
mahalingam,Indian,2
mahamed,Indian,1
mahanti,Indian,2
mahanty,Indian,1
mahapatra,Indian,2
mahboob,Indian,1
mahbubani,Indian,1
mahendru,Indian,1
maheshwari,Indian,2
mahida,Indian,2
mahil,Indian,1
mahilum,Filipino,2
mahinay,Filipino,2
mahindru,Indian,1
mahomed,Indian,2
mahor,Filipino,1
mahtab,Indian,1
mahusay,Filipino,2
maico,Filipino,2
maigue,Filipino,2
mainkar,Indian,1
maitra,Indian,2
maity,Indian,1
majam,Filipino,2
majima,Japanese,1
majithia,Indian,2
majmudar,Indian,1
majmundar,Indian,2
majumdar,Indian,1
mak,Chinese,1
makabali,Filipino,2
makabe,Japanese,2
makabenta,Filipino,2
makadia,Indian,2
makalintal,Filipino,2
makam,Indian,1
makanbhai,Indian,1
makani,Indian,1
makanji,Indian,2
makapugay,Filipino,2
makati,Indian,1
makayan,Filipino,2
makda,Indian,2
makhani,Indian,1
makihara,Japanese,2
makiling,Filipino,2
makimoto,Japanese,2
makimura,Japanese,1
makino,Japanese,2
makise,Japanese,1
makishi,Japanese,2
makishima,Japanese,2
makita,Japanese,2
makiuchi,Japanese,2
makiyama,Japanese,2
maknojia,Indian,2
makwana,Indian,2
malabanan,Filipino,2
malabed,Filipino,1
malabrigo,Filipino,2
malaca,Filipino,2
malacad,Filipino,1
malacas,Filipino,2
maladwala,Indian,2
malagar,Filipino,2
malaki,Filipino,1
malalis,Filipino,2
malaluan,Filipino,2
malamug,Filipino,2
malanay,Filipino,2
malantic,Filipino,2
malanum,Filipino,2
malapira,Filipino,2
malapit,Filipino,2
malapitan,Filipino,2
malaque,Filipino,2
malaqui,Filipino,2
malasaga,Filipino,2
malasig,Filipino,2
malata,Filipino,1
malatag,Filipino,2
malate,Filipino,1
malaviya,Indian,2
malayang,Filipino,1
malayil,Indian,2
malazarte,Filipino,2
malazo,Filipino,1
malbari,Indian,1
malbas,Filipino,2
malbog,Filipino,2
maldia,Filipino,2
malgapo,Filipino,2
malhan,Indian,2
malhi,Indian,2
malibago,Filipino,2
malibiran,Filipino,2
malibunas,Filipino,2
malicad,Filipino,2
malicay,Filipino,2
malicdem,Filipino,2
malicsi,Filipino,1
malig,Filipino,1
maligalig,Filipino,1
maligaso,Filipino,1
maligaya,Filipino,2
malijan,Filipino,2
maliksi,Filipino,2
malilay,Filipino,2
malimban,Filipino,2
malinao,Filipino,2
malinay,Filipino,1
malinis,Filipino,2
malinit,Filipino,2
malit,Filipino,2
maliwanag,Filipino,1
maliwat,Filipino,2
malixi,Filipino,2
malladi,Indian,2
mallare,Filipino,1
mallari,Filipino,2
mallillin,Filipino,2
mallonga,Filipino,2
mallya,Indian,2
maloles,Filipino,2
malolos,Filipino,1
malolot,Filipino,2
malonda,Filipino,2
malong,Filipino,2
malonzo,Filipino,2
maloyo,Filipino,1
maltezo,Filipino,1
malubag,Filipino,2
malubay,Filipino,2
malunao,Filipino,2
malunes,Filipino,2
malupa,Filipino,1
maluto,Filipino,2
maluyo,Filipino,2
malveda,Filipino,2
mamaat,Filipino,1
mamaclay,Filipino,2
mamada,Japanese,1
mamaed,Filipino,2
mamangon,Filipino,2
mamangun,Filipino,2
mamaradlo,Filipino,2
mamaril,Filipino,2
mamasig,Filipino,2
mamauag,Filipino,2
mamawal,Filipino,2
mamdani,Indian,2
mamenta,Filipino,2
maminta,Filipino,2
mamiya,Japanese,2
mamuad,Filipino,2
mamucod,Filipino,2
mamuri,Filipino,2
mamuyac,Filipino,2
manaay,Filipino,1
manabat,Filipino,2
manabe,Japanese,2
manacap,Filipino,2
manacop,Filipino,2
manacsa,Filipino,2
managbanag,Filipino,2
manaig,Filipino,2
manaka,Japanese,2
manaktala,Indian,1
manalac,Filipino,2
manalad,Filipino,2
manalang,Filipino,2
manalansan,Filipino,2
manalastas,Filipino,2
manalaysay,Filipino,2
manalese,Filipino,1
manaligod,Filipino,2
manalo,Filipino,2
manalon,Filipino,2
manaloto,Filipino,2
manangan,Filipino,2
mananghaya,Filipino,2
manankil,Filipino,1
mananquil,Filipino,2
manansala,Filipino,2
manantan,Filipino,2
mananzan,Filipino,2
manaoat,Filipino,2
manaog,Filipino,2
manaois,Filipino,2
manapat,Filipino,1
manapol,Filipino,1
manapsal,Filipino,2
manarang,Filipino,1
manares,Filipino,2
manarpaac,Filipino,2
manasan,Filipino,2
manatad,Filipino,2
manay,Filipino,2
mancao,Filipino,2
mancenido,Filipino,2
manchanda,Indian,1
mandac,Filipino,2
mandai,Japanese,1
mandalia,Indian,2
mandanas,Filipino,2
mandani,Filipino,1
mandap,Filipino,2
mandapat,Filipino,2
mandava,Indian,2
mandawe,Filipino,2
mandigma,Filipino,2
mandilag,Filipino,2
manding,Filipino,2
mandocdoc,Filipino,1
mandrial,Filipino,2
maneclang,Filipino,1
maneja,Filipino,2
maneru,Filipino,1
mangabat,Filipino,2
mangaccat,Filipino,2
mangahas,Filipino,2
mangahis,Filipino,2
mangali,Filipino,2
mangaliag,Filipino,2
mangaliman,Filipino,2
mangalindan,Filipino,2
manganaan,Filipino,2
manganti,Filipino,2
mangao,Filipino,2
mangaoang,Filipino,2
mangaoil,Filipino,2
mangapit,Filipino,2
mangaser,Filipino,1
mangasi,Filipino,2
mangat,Indian,1
mangawang,Filipino,2
mangayayam,Filipino,2
mangibin,Filipino,2
mangila,Filipino,2
mangiliman,Filipino,2
mangilit,Filipino,2
mangla,Indian,2
manglallan,Filipino,2
manglicmot,Filipino,2
mangligot,Filipino,2
manglinong,Filipino,2
mangoba,Filipino,2
mangohig,Filipino,2
mangonon,Filipino,2
mangosing,Filipino,2
mangrobang,Filipino,2
mangrubang,Filipino,2
mangsat,Filipino,2
mangubat,Filipino,2
manguera,Filipino,2
manguerra,Filipino,1
manguiat,Filipino,2
mangulabnan,Filipino,2
mangundayao,Filipino,2
mangune,Filipino,2
manhas,Indian,1
maniar,Indian,2
maniaul,Filipino,2
manibhai,Indian,1
manibo,Filipino,2
manibog,Filipino,2
manickam,Indian,1
manigbas,Filipino,2
manilal,Indian,1
manimala,Indian,1
manimtim,Filipino,2
maninang,Filipino,2
maningas,Filipino,1
maningat,Filipino,2
maningding,Filipino,2
maningo,Filipino,1
manio,Filipino,1
manipis,Filipino,2
manipol,Filipino,2
manipon,Filipino,2
manipula,Filipino,1
maniquis,Filipino,2
maniquiz,Filipino,2
maniti,Filipino,2
maniulit,Filipino,2
maniwa,Japanese,1
maniyar,Indian,2
manji,Indian,1
manjrekar,Indian,1
mankad,Indian,2
mankikar,Indian,1
manku,Indian,1
manlangit,Filipino,2
manlapas,Filipino,2
manlapaz,Filipino,1
manlavi,Filipino,2
manliclic,Filipino,1
manligas,Filipino,2
manlogon,Filipino,2
manlongat,Filipino,1
manlosa,Filipino,2
manlucu,Filipino,2
manlulu,Filipino,2
manlunas,Filipino,1
manlutac,Filipino,2
manmano,Filipino,2
manohar,Indian,2
manoharan,Indian,1
manongsong,Filipino,2
manosa,Filipino,2
manosca,Filipino,2
manoto,Filipino,2
mantri,Indian,2
manubag,Filipino,2
manubay,Filipino,1
manucal,Filipino,2
manucdoc,Filipino,1
manugo,Filipino,2
manuit,Filipino,1
manuja,Indian,2
manulat,Filipino,1
manulid,Filipino,2
manuntag,Filipino,2
manuud,Filipino,2
manuyag,Filipino,2
manuzon,Filipino,2
manyam,Indian,1
manzan,Filipino,1
manzanillo,Filipino,2
mao,Chinese,1
mapa,Filipino,1
mapalad,Filipino,2
mapanao,Filipino,2
mapanoo,Filipino,2
mapara,Indian,1
mapaye,Filipino,2
mapeso,Filipino,2
mapile,Filipino,2
mapili,Filipino,2
mapote,Filipino,2
mapoy,Filipino,2
mappala,Filipino,2
mapua,Filipino,2
maputi,Filipino,2
maqbool,Indian,2
maque,Filipino,2
maquera,Filipino,1
maqui,Filipino,2
maquilan,Filipino,2
maquiling,Filipino,2
mar,Chinese,2
maraan,Filipino,2
maradia,Indian,1
maragay,Filipino,2
marajas,Filipino,2
maralit,Filipino,2
maramag,Filipino,2
maranion,Filipino,1
marantan,Filipino,2
marapao,Filipino,2
mararac,Filipino,2
marasigan,Filipino,2
maratas,Filipino,2
marave,Filipino,2
maravillas,Filipino,1
maraya,Filipino,2
marayag,Filipino,2
marbas,Filipino,1
marcaida,Filipino,1
marcellana,Filipino,2
marcelo,Filipino,1
marces,Filipino,1
marchadesch,Filipino,1
maredia,Indian,1
marfatia,Indian,2
marfori,Filipino,2
margallo,Filipino,2
margarejo,Filipino,1
margate,Filipino,2
maribao,Filipino,1
marifosque,Filipino,2
marigmen,Filipino,2
marigomen,Filipino,1
marigza,Filipino,1
marilao,Filipino,2
marimla,Filipino,2
marinda,Filipino,2
marinduque,Filipino,2
maristela,Filipino,2
mariveles,Filipino,2
markose,Indian,1
marmeto,Filipino,1
marmito,Filipino,2
marpa,Filipino,2
marqueses,Filipino,2
marteja,Filipino,2
martelino,Filipino,2
martija,Filipino,2
martillano,Filipino,2
martires,Filipino,1
marubayashi,Japanese,2
marucut,Filipino,2
maruhashi,Japanese,2
marui,Japanese,2
marukawa,Japanese,2
marumo,Japanese,2
marumoto,Japanese,2
maruo,Japanese,2
maruoka,Japanese,2
maruta,Japanese,1
marutani,Japanese,2
maruyama,Japanese,2
marwah,Indian,1
masada,Japanese,2
masagca,Filipino,2
masago,Japanese,1
masai,Japanese,2
masaki,Japanese,2
masangcay,Filipino,2
masangkay,Filipino,2
masanque,Filipino,2
masao,Japanese,1
masaoay,Filipino,1
masaoka,Japanese,2
masaquel,Filipino,1
masaru,Japanese,1
masayoshi,Japanese,1
mascardo,Filipino,2
mascarina,Filipino,2
masculino,Filipino,2
masecampo,Filipino,1
mashimo,Japanese,2
mashita,Japanese,2
mashruwala,Indian,1
masibay,Filipino,2
masiclat,Filipino,2
masigla,Filipino,2
masiglat,Filipino,1
masilamani,Indian,2
masilang,Filipino,2
maskarino,Filipino,1
masocol,Filipino,2
masongsong,Filipino,1
mastana,Indian,2
masubuchi,Japanese,2
masuda,Japanese,2
masuhara,Japanese,2
masui,Japanese,2
masukawa,Japanese,2
masuko,Japanese,2
masulit,Filipino,2
masumoto,Japanese,2
masumura,Japanese,2
masunaga,Japanese,2
masuno,Japanese,2
masuo,Japanese,2
masuoka,Japanese,2
masutani,Japanese,2
masuya,Japanese,1
masuyama,Japanese,2
masuzawa,Japanese,2
mataban,Filipino,2
matabang,Filipino,1
matalia,Indian,2
matanguihan,Filipino,2
matawaran,Filipino,2
matayoshi,Japanese,2
mathai,Indian,2
mathal,Indian,1
matharu,Indian,2
mathulla,Indian,1
mathunny,Indian,2
mathur,Indian,2
matibag,Filipino,2
matiga,Filipino,2
matillano,Filipino,2
matira,Filipino,2
matoba,Japanese,2
matriano,Filipino,2
matsu,Japanese,1
matsuba,Japanese,2
matsubara,Japanese,2
matsubayashi,Japanese,2
matsuda,Japanese,2
matsudaira,Japanese,1
matsue,Japanese,1
matsueda,Japanese,2
matsuhashi,Japanese,1
matsui,Japanese,2
matsukado,Japanese,2
matsukawa,Japanese,2
matsuki,Japanese,1
matsukuma,Japanese,2
matsukura,Japanese,1
matsumaru,Japanese,1
matsumato,Japanese,2
matsumiya,Japanese,2
matsumori,Japanese,2
matsumoto,Japanese,2
matsumura,Japanese,2
matsunaga,Japanese,2
matsunami,Japanese,2
matsuno,Japanese,2
matsunobu,Japanese,2
matsuo,Japanese,2
matsuoka,Japanese,2
matsura,Japanese,2
matsusaka,Japanese,2
matsushige,Japanese,2
matsushima,Japanese,2
matsushita,Japanese,2
matsuta,Japanese,1
matsutani,Japanese,2
matsuura,Japanese,2
matsuya,Japanese,1
matsuyama,Japanese,2
matsuzaka,Japanese,2
matsuzaki,Japanese,2
matsuzawa,Japanese,2
matudio,Filipino,1
matuguina,Filipino,1
matulac,Filipino,2
matumoto,Japanese,1
matundan,Filipino,2
maturan,Filipino,1
maturgo,Filipino,1
matushima,Japanese,1
matutina,Filipino,1
matutino,Filipino,2
matuzaki,Japanese,1
mauhay,Filipino,2
maulit,Filipino,2
maullon,Filipino,2
mausisa,Filipino,2
mavani,Indian,1
mawatari,Japanese,1
maxino,Filipino,1
mayama,Japanese,2
mayeda,Japanese,2
mayehara,Japanese,2
mayemura,Japanese,2
maylad,Filipino,2
maynigo,Filipino,2
mayoralgo,Filipino,2
maypa,Filipino,2
mayrina,Filipino,2
mayuga,Filipino,2
mayugba,Filipino,1
mayumi,Japanese,2
mayuzumi,Japanese,1
mazumdar,Indian,1
mazumder,Indian,1
mecenas,Filipino,2
mecua,Filipino,2
medalla,Filipino,2
medalle,Filipino,2
medenilla,Filipino,2
mediana,Filipino,2
mediodia,Filipino,2
medios,Filipino,2
mediran,Filipino,2
medriano,Filipino,1
megallon,Filipino,2
meghani,Indian,2
megino,Filipino,2
megu,Filipino,2
megumi,Japanese,1
meguro,Japanese,2
mehia,Indian,2
mehra,Indian,1
mehrotra,Indian,2
mehta,Indian,2
mehtani,Indian,1
mei,Chinese,1
meim,Filipino,2
meimban,Filipino,2
mejares,Filipino,2
melad,Filipino,1
melegrito,Filipino,2
melencio,Filipino,2
melicor,Filipino,2
melitante,Filipino,1
meliton,Filipino,1
melliza,Filipino,2
melocoton,Filipino,2
membrere,Filipino,2
memije,Filipino,2
memita,Filipino,2
mempin,Filipino,2
memta,Indian,1
mencias,Filipino,2
mendaros,Filipino,2
mendezona,Filipino,2
mendigorin,Filipino,2
mendinueto,Filipino,2
mendioro,Filipino,2
mendones,Filipino,2
menguita,Filipino,2
menguito,Filipino,2
menon,Indian,1
mensalvas,Filipino,1
mercene,Filipino,2
meregillano,Filipino,1
merete,Filipino,2
meria,Filipino,2
meriales,Filipino,2
merilles,Filipino,2
meris,Filipino,1
merjudio,Filipino,2
mesina,Filipino,1
mesinas,Filipino,2
metiam,Filipino,2
mhatre,Indian,1
mi,Chinese,1
miao,Chinese,2
miau,Chinese,1
micabalo,Filipino,1
miciano,Filipino,2
miclat,Filipino,2
micua,Filipino,2
miculob,Filipino,2
midorikawa,Japanese,1
mie,Chinese,1
mien,Vietnamese,1
mieu,Vietnamese,1
mifune,Japanese,2
migaki,Japanese,1
migallos,Filipino,2
migita,Japanese,1
migrino,Filipino,2
miguelino,Filipino,2
mih,Chinese,2
mihara,Japanese,2
mihashi,Japanese,1
miho,Japanese,1
mikami,Japanese,2
mikamo,Japanese,2
mikasa,Japanese,2
mikawa,Japanese,2
miki,Japanese,2
mikkilineni,Indian,1
mikoshiba,Japanese,1
mikumo,Japanese,1
mikuni,Japanese,2
mikuriya,Japanese,2
milambiling,Filipino,2
militante,Filipino,2
militar,Filipino,2
millado,Filipino,2
millano,Filipino,1
millare,Filipino,2
millarez,Filipino,2
millora,Filipino,1
mimaki,Japanese,2
mimura,Japanese,2
min,Korean,1
minagawa,Japanese,2
minakata,Japanese,2
minakawa,Japanese,2
minakuchi,Japanese,2
minami,Japanese,2
minamide,Japanese,2
minamoto,Japanese,2
minato,Japanese,2
minatoya,Japanese,2
minawa,Japanese,1
minayoshi,Japanese,2
mindanao,Filipino,1
minegishi,Japanese,2
minel,Filipino,1
minemura,Japanese,1
mineshima,Japanese,2
minglana,Filipino,2
mingming,Filipino,2
minh,Vietnamese,2
miniano,Filipino,2
minimo,Filipino,2
minobe,Japanese,2
minocha,Indian,1
minoda,Japanese,2
minoshima,Japanese,1
minoura,Japanese,1
minowa,Japanese,2
mique,Filipino,2
mirabueno,Filipino,2
mirador,Filipino,2
miraflor,Filipino,2
miral,Filipino,1
mirasol,Filipino,2
miravite,Filipino,2
misajon,Filipino,2
misaka,Japanese,2
misaki,Japanese,2
misawa,Japanese,2
misenas,Filipino,2
mishima,Japanese,2
mishina,Japanese,2
mishra,Indian,2
mislang,Filipino,1
misola,Filipino,2
misono,Japanese,2
misquitta,Indian,1
misra,Indian,2
mistica,Filipino,2
mistri,Indian,2
mistry,Indian,2
misu,Japanese,2
misumi,Japanese,2
mitamura,Japanese,2
mitani,Japanese,2
mitarai,Japanese,2
mitha,Indian,1
mithal,Indian,2
mithani,Indian,2
mito,Japanese,2
mitobe,Japanese,2
mitoma,Japanese,2
mitome,Japanese,2
mitomi,Japanese,2
mitsuda,Japanese,2
mitsufuji,Japanese,1
mitsugi,Japanese,1
mitsuhashi,Japanese,2
mitsui,Japanese,2
mitsuishi,Japanese,1
mitsumori,Japanese,2
mitsumoto,Japanese,2
mitsunaga,Japanese,2
mitsuoka,Japanese,2
mitsuta,Japanese,1
mitsuya,Japanese,2
mitsuyasu,Japanese,2
mittra,Indian,2
miu,Chinese,1
miura,Japanese,2
miwa,Japanese,2
miya,Japanese,1
miyabara,Japanese,2
miyabayashi,Japanese,1
miyabe,Japanese,2
miyachi,Japanese,2
miyadera,Japanese,1
miyagawa,Japanese,2
miyagi,Japanese,2
miyagishima,Japanese,2
miyaguchi,Japanese,2
miyahara,Japanese,2
miyahira,Japanese,2
miyai,Japanese,2
miyaji,Japanese,2
miyajima,Japanese,2
miyakawa,Japanese,2
miyake,Japanese,2
miyaki,Japanese,2
miyakoshi,Japanese,1
miyama,Japanese,2
miyamori,Japanese,2
miyamoto,Japanese,2
miyamura,Japanese,2
miyanaga,Japanese,2
miyanishi,Japanese,2
miyano,Japanese,2
miyao,Japanese,2
miyaoka,Japanese,2
miyasaka,Japanese,2
miyasaki,Japanese,2
miyasato,Japanese,2
miyasawa,Japanese,2
miyashiro,Japanese,2
miyashita,Japanese,2
miyata,Japanese,2
miyatake,Japanese,2
miyatani,Japanese,1
miyauchi,Japanese,2
miyawaki,Japanese,2
miyayama,Japanese,2
miyazaki,Japanese,2
miyazato,Japanese,2
miyazawa,Japanese,2
miyazono,Japanese,2
miyokawa,Japanese,1
miyoshi,Japanese,2
mizobe,Japanese,2
mizobuchi,Japanese,1
mizoguchi,Japanese,2
mizokami,Japanese,2
mizota,Japanese,2
mizugaki,Japanese,1
mizuguchi,Japanese,2
mizuhara,Japanese,2
mizukami,Japanese,2
mizuki,Japanese,2
mizukoshi,Japanese,1
mizumachi,Japanese,1
mizumoto,Japanese,2
mizumura,Japanese,2
mizuno,Japanese,2
mizunuma,Japanese,1
mizusaki,Japanese,2
mizusawa,Japanese,2
mizushima,Japanese,2
mizushina,Japanese,2
mizuta,Japanese,2
mizutani,Japanese,2
mo,Chinese,1
mobo,Filipino,2
mochida,Japanese,2
mochinaga,Japanese,2
mochizuki,Japanese,2
mocorro,Filipino,2
modelo,Filipino,2
modequillo,Filipino,2
modh,Indian,2
modha,Indian,2
modina,Filipino,1
mody,Indian,1
mogami,Japanese,2
moghe,Indian,2
mogi,Japanese,1
mohajir,Indian,2
mohamedali,Indian,1
mohanlal,Indian,1
mohanrao,Indian,1
mohanty,Indian,2
mohapatra,Indian,1
mohideen,Indian,1
mohindra,Indian,2
mohiuddin,Indian,2
mohomed,Indian,2
mohri,Japanese,1
moinuddin,Indian,1
moises,Filipino,1
moizuddin,Indian,1
mojar,Filipino,2
mojares,Filipino,2
mok,Chinese,1
molato,Filipino,2
momii,Japanese,2
momin,Indian,2
momiyama,Japanese,2
momoi,Japanese,2
momongan,Filipino,2
momosaki,Japanese,1
momose,Japanese,2
momota,Japanese,2
monasterial,Filipino,2
monces,Filipino,2
mondala,Filipino,1
mondares,Filipino,2
mondido,Filipino,2
mondonedo,Filipino,1
moneda,Filipino,1
monfero,Filipino,2
monillas,Filipino,2
monji,Japanese,2
monma,Japanese,2
monsada,Filipino,2
monsale,Filipino,2
monsalud,Filipino,2
monsayac,Filipino,2
monserate,Filipino,1
monsod,Filipino,2
montajes,Filipino,1
montales,Filipino,2
montalla,Filipino,2
montallana,Filipino,2
montanano,Filipino,1
montaos,Filipino,2
montebon,Filipino,2
montecer,Filipino,1
montecillo,Filipino,2
monteclaro,Filipino,1
montefalcon,Filipino,2
montehermoso,Filipino,2
montelibano,Filipino,2
montesa,Filipino,1
montesclaros,Filipino,2
montevirgen,Filipino,2
monteza,Filipino,1
montiague,Filipino,2
montillano,Filipino,2
montinola,Filipino,1
montuya,Filipino,2
monzones,Filipino,2
mooc,Vietnamese,2
mookherjee,Indian,1
moorthy,Indian,2
moosvi,Indian,2
mopera,Filipino,2
morabe,Filipino,2
morada,Filipino,1
morados,Filipino,2
moralde,Filipino,2
moraleda,Filipino,1
morata,Filipino,1
morco,Filipino,2
moreto,Filipino,1
moribe,Japanese,2
morigaki,Japanese,2
moriguchi,Japanese,2
morihara,Japanese,2
morihiro,Japanese,2
morikawa,Japanese,2
morimoto,Japanese,2
morimura,Japanese,2
morinaga,Japanese,2
morinaka,Japanese,2
morioka,Japanese,2
morisaki,Japanese,2
morisako,Japanese,2
morisawa,Japanese,2
morishige,Japanese,2
morishima,Japanese,2
morishita,Japanese,2
morita,Japanese,2
moritani,Japanese,2
morito,Japanese,1
moriuchi,Japanese,2
moriwaki,Japanese,2
moriya,Japanese,2
moriyama,Japanese,2
moriyasu,Japanese,2
morizono,Japanese,2
morohashi,Japanese,2
morohoshi,Japanese,2
morooka,Japanese,2
moroto,Japanese,1
morozumi,Japanese,2
mortela,Filipino,1
mortera,Filipino,1
moselina,Filipino,1
moskito,Filipino,2
mostajo,Filipino,2
mostoles,Filipino,2
mosuela,Filipino,2
motegi,Japanese,1
motibhai,Indian,1
motilal,Indian,2
motilla,Filipino,2
motiram,Indian,2
motivala,Indian,2
motiwala,Indian,2
motiwalla,Indian,2
motobayashi,Japanese,1
motohashi,Japanese,1
motoi,Japanese,1
motojima,Japanese,1
motokawa,Japanese,2
motoki,Japanese,2
motomal,Filipino,2
motomura,Japanese,2
motooka,Japanese,2
motos,Filipino,1
motoyama,Japanese,2
motoyoshi,Japanese,2
mou,Chinese,1
moudgil,Indian,2
movida,Filipino,2
movido,Filipino,2
movilla,Filipino,1
moy,Chinese,2
mozaffar,Indian,1
mruthyunjaya,Indian,2
mu,Chinese,1
muana,Filipino,2
mudaliar,Indian,2
mueca,Filipino,1
muego,Filipino,2
mugol,Filipino,2
mui,Chinese,2
mujeeb,Indian,1
mujumdar,Indian,1
muk,Chinese,1
mukae,Japanese,2
mukai,Japanese,2
mukaida,Japanese,2
mukalel,Indian,2
mukasa,Japanese,2
mukawa,Japanese,2
mukerjee,Indian,2
mukherjee,Indian,2
mukherji,Indian,2
mukhopadhyay,Indian,2
mukkamala,Indian,2
mukoyama,Japanese,2
muldong,Filipino,1
mulingtapang,Filipino,2
mulji,Indian,2
muljibhai,Indian,1
multani,Indian,2
mumtaz,Indian,1
mun,Korean,1
munakata,Japanese,1
munar,Filipino,2
munawar,Indian,1
muncal,Filipino,1
mundala,Filipino,2
mundkur,Indian,2
munekata,Japanese,2
muneoka,Japanese,2
mungcal,Filipino,2
munjal,Indian,1
munsayac,Filipino,2
munshi,Indian,1
munukutla,Indian,1
muoi,Vietnamese,1
muolic,Filipino,2
mupas,Filipino,2
muragishi,Japanese,2
murai,Japanese,2
muraishi,Japanese,1
murakami,Japanese,2
murakawa,Japanese,2
muraki,Japanese,2
murakoshi,Japanese,2
murallon,Filipino,1
muramatsu,Japanese,2
muramoto,Japanese,2
muranaka,Japanese,2
murao,Japanese,1
muraoka,Japanese,2
murarka,Indian,1
murase,Japanese,2
murashige,Japanese,2
murashima,Japanese,2
murata,Japanese,2
murayama,Japanese,2
murofushi,Japanese,1
muroga,Japanese,2
muroi,Japanese,2
muromoto,Japanese,2
murota,Japanese,1
murotani,Japanese,1
muroya,Japanese,2
murthi,Indian,2
murthy,Indian,2
murti,Indian,2
murtuza,Indian,1
musngi,Filipino,2
musni,Filipino,2
mutaguchi,Japanese,1
mutalik,Indian,1
muthu,Indian,2
muthukrishna,Indian,2
muthuswami,Indian,2
muthuswamy,Indian,2
mutia,Filipino,2
mutoh,Japanese,1
mutuc,Filipino,2
muya,Filipino,2
muyco,Filipino,2
muyot,Filipino,1
muzones,Filipino,1
myong,Korean,2
myoung,Korean,2
myung,Korean,2
na,Korean,1
naanep,Filipino,2
nabeshima,Japanese,2
nabeta,Japanese,2
naboa,Filipino,2
nabong,Filipino,2
nabua,Filipino,2
nabung,Filipino,2
nacapuy,Filipino,2
nacar,Filipino,2
nacario,Filipino,2
naces,Filipino,2
nacino,Filipino,2
nacion,Filipino,1
nacional,Filipino,2
nacionales,Filipino,2
nacis,Filipino,2
nacnac,Filipino,2
nacor,Filipino,2
nacorda,Filipino,2
nacpil,Filipino,2
nacua,Filipino,2
nadela,Filipino,1
nadkarni,Indian,1
